title,abstract
National Briefing | Northwest: Washington: Alternative Energy Program,Seattle (Wash) City Council is expected to approve bill to give city power customers option of higher rates to finance purchase of and investment in renewable energy sources like wind and geothermal power (S)
A New York Times Column on Climate and Energy,The Times launches a new column on global warming and energy.
Loan Giants Opt to Block Energy Programs,An effort to help homeowners pay for energy improvements is unlikely to go forward because of the liens involved.
Debate on Clean Energy Leads to Regional Divide,Eastern and Midwestern politicians and energy grid officials are sharply divided over where to place transmission lines for solar and wind energy.
"As Spain Struggles, Energy Plan Proves Difficult to Agree On","Questions over how best to use natural gas, coal and solar sources, and whether the government should raise rates for consumers."
Bill Gates’s Clean-Energy Moon Shot,How the world’s richest person plans to tackle global warming with a new multibillion-dollar fund.
An Energy Supergrid for Europe Faces Big Obstacles,"The benefits of sourcing clean power supplies are clear, but the political, regulatory and economic barriers to a transnational project are formidable."
China Takes a New Interest in Energy Efficiency,"As the country’s construction industry continues to barrel ahead, the government is considering giving developers a financial motivation to build in energy efficiency on new projects."
"Clean Energy Investment Is Up, but U.S. Lags","A new report from the Pew Environment Group on clean energy investment among the world’s leading economies finds that the United States has slipped to third place, behind China and Germany."
Europe creates attractive clean energy scene - Business - International Herald Tribune,"PARIS — Making solar panels on the cloudy Welsh coast may seem an odd choice for a politician turned investor like Robert Hertzberg, who hails from a sunny and environmentally aware state, California, and hobnobs with Governor Arnold Schwarzenegger."
"Survey: Tea Party Isolated on Climate, But Wide Accord on Most Energy Policies",A new survey shows strong support for energy research across the political spectrum
Aid Groups Push for Clean Energy,"In addition to its field work protecting animal species, the World Wildlife Fund, along with other nongovernmental groups, are turning toward policy research, advocacy and lobbying on broader issues like climate change."
"Coming Full Circle in Energy, to Nuclear","In the post-oil embargo quest for energy alternatives, nuclear power stumbled and coal surged. It may be time to reverse that."
The Problem With Energy Efficiency,It would be a mistake to assume that LEDs will significantly reduce overall energy consumption.
Climate and Energy Experts Debate How to Respond to a Warming World,Experts in energy and environmental fields weigh in on the need for an urgent transition to alternative energy.
Europe creates attractive clean energy scene - Business - International Herald Tribune,"PARIS — Making solar panels on the cloudy Welsh coast may seem an odd choice for a politician turned investor like Robert Hertzberg, who hails from a sunny and environmentally aware state, California, and hobnobs with Governor Arnold Schwarzenegger."
"Funds: Wind energy gathers force, but don't get blown away",
World Bank Pressured on Clean Energy,"Environmental groups say the World Bank is funding more fossil-fuel energy projects, even though it said two years ago that climate change posed one of the greatest threats."
Windmills or Reactor Cores? Inside South Africa’s Energy Clash,"The country is experiencing a boom in renewable energy, but some government officials are pushing instead for nuclear power to wean the nation off coal."
"At an Iowa Factory, Obama Argues His Energy Policies Work","Visiting a town revitalized by a wind-turbine blade factory, President Obama called on Congress to extend and expand tax credits for renewable energy projects."
Energy Proposals Go From Tame to Exotic,The challenge of keeping the Island’s lights on and its air-conditioners humming in the years to come has energy experts scrambling.
Democrats Press Plan to Channel Billions in Oil Subsidies to Renewable Fuels,Senate Democrats are seeking a major reversal of energy tax policies that would reverse incentives and benefits to the oil industry and instead underwrite renewable fuels.
